Generation,Mutation Rate,Best Fitness,Average Fitness,Plateau Length
90,0.4270481927710843,552.0,-177.088,83
91,0.4319047619047619,552.0,27.896,84
92,0.43676470588235294,552.0,-42.98,85
93,0.4416279069767442,552.0,-110.896,86
94,0.4464942528735632,552.0,-146.75,87
95,0.45136363636363636,552.0,-106.586,88
96,0.45623595505617975,552.0,3.244,89
97,0.46111111111111114,552.0,8.022,90
98,0.465989010989011,554.0,-0.736,91
99,1.005,554.0,-31.334,1
100,0.51,554.0,-33.982,2
101,0.34833333333333333,554.0,-31.934,3
102,0.27,554.0,8.926,4
103,0.225,554.0,-382.068,5
104,0.19666666666666666,554.0,7.43,6
105,0.17785714285714285,554.0,17.898,7
106,0.165,554.0,40.414,8
107,0.1561111111111111,554.0,-87.688,9
108,0.15000000000000002,554.0,46.486,10
109,0.1459090909090909,554.0,54.678,11
110,0.1433333333333333,555.0,-4.81,12
111,1.005,555.0,47.012,1
112,0.51,555.0,-26.896,2
113,0.34833333333333333,555.0,-19.74,3
114,0.27,555.0,-40.438,4
115,0.225,555.0,-0.18,5
116,0.19666666666666666,555.0,-7.72,6
117,0.17785714285714285,555.0,27.988,7
118,0.165,555.0,-65.424,8
119,0.1561111111111111,555.0,48.196,9
120,0.15000000000000002,555.0,33.496,10
121,0.1459090909090909,555.0,-24.264,11
122,0.1433333333333333,555.0,-303.048,12
123,0.14192307692307693,555.0,-13.516,13
124,0.14142857142857143,555.0,49.612,14
125,0.14166666666666666,555.0,51.314,15
126,0.14250000000000002,555.0,74.198,16
127,0.1438235294117647,555.0,70.032,17
128,0.14555555555555555,555.0,34.706,18
129,0.14763157894736842,555.0,-105.028,19
130,0.15000000000000002,555.0,-55.508,20
131,0.1526190476190476,555.0,-19.716,21
132,0.15545454545454546,555.0,-256.882,22
133,0.15847826086956524,555.0,21.268,23
134,0.16166666666666665,555.0,35.804,24
135,0.165,555.0,74.598,25
136,0.16846153846153847,555.0,26.148,26
137,0.17203703703703704,555.0,-4.694,27
138,0.1757142857142857,555.0,-8.728,28
139,0.17948275862068963,555.0,-121.04,29
140,0.18333333333333332,555.0,3.202,30
141,0.18725806451612903,555.0,93.698,31
142,0.19125,555.0,99.584,32
143,0.1953030303030303,555.0,70.588,33
144,0.19941176470588237,555.0,85.014,34
145,0.20357142857142857,555.0,-256.924,35
146,0.20777777777777778,555.0,46.946,36
147,0.21202702702702703,555.0,45.346,37
148,0.2163157894736842,555.0,4.248,38
149,0.22064102564102564,555.0,51.854,39
150,0.225,555.0,64.82,40
151,0.229390243902439,555.0,-73.756,41
152,0.2338095238095238,555.0,41.044,42
153,0.23825581395348838,555.0,-59.196,43
154,0.24272727272727274,555.0,-1.614,44
155,0.24722222222222223,555.0,-477.994,45
156,0.25173913043478263,555.0,-315.364,46
157,0.2562765957446808,555.0,-87.302,47
158,0.2608333333333333,555.0,-32.118,48
159,0.26540816326530614,555.0,31.3,49
160,0.27,555.0,-54.708,50
161,0.2746078431372549,555.0,-82.916,51
162,0.2792307692307692,555.0,-150.918,52
163,0.2838679245283019,555.0,16.734,53
164,0.2885185185185185,555.0,19.796,54
165,0.2931818181818182,555.0,6.114,55
166,0.2978571428571429,555.0,-457.96,56
167,0.3025438596491228,555.0,-45.658,57
168,0.3072413793103448,555.0,-195.736,58
169,0.3119491525423729,555.0,13.908,59
170,0.31666666666666665,555.0,-215.586,60
171,0.32139344262295083,555.0,27.432,61
172,0.3261290322580645,555.0,14.324,62
173,0.3308730158730159,555.0,6.692,63
174,0.335625,555.0,-29.158,64
175,0.3403846153846154,555.0,4.672,65
176,0.34515151515151515,555.0,14.522,66
177,0.34992537313432837,555.0,19.42,67
178,0.3547058823529412,555.0,-5.654,68
179,0.3594927536231884,555.0,11.91,69
180,0.36428571428571427,555.0,-100.136,70
181,0.3690845070422535,555.0,-209.714,71
182,0.3738888888888889,555.0,-25.65,72
183,0.3786986301369863,555.0,26.814,73
184,0.3835135135135135,555.0,3.78,74
185,0.3883333333333333,555.0,-82.084,75
186,0.3931578947368421,555.0,-159.388,76
187,0.397987012987013,555.0,-128.256,77
188,0.40282051282051284,555.0,-16.12,78
189,0.4076582278481013,555.0,-20.608,79
190,0.41250000000000003,555.0,-310.548,80
191,0.4173456790123457,555.0,25.662,81
192,0.4221951219512195,555.0,-10.554,82
193,0.4270481927710843,555.0,5.11,83
194,0.4319047619047619,555.0,-27.584,84
195,0.43676470588235294,555.0,-15.826,85
196,0.4416279069767442,555.0,-37.774,86
197,0.4464942528735632,555.0,-42.132,87
198,0.45136363636363636,555.0,-160.182,88
199,0.45623595505617975,555.0,14.832,89
200,0.46111111111111114,555.0,-20.43,90
201,0.465989010989011,555.0,-7.818,91
202,0.4708695652173913,555.0,-46.446,92
203,0.475752688172043,555.0,-31.804,93
204,0.4806382978723404,555.0,-95.412,94
205,0.48552631578947364,555.0,22.378,95
206,0.49041666666666667,555.0,-64.594,96
207,0.49530927835051547,555.0,-186.15,97
208,0.5002040816326531,555.0,-70.6,98
209,0.50510101010101,555.0,22.154,99
