Generation,Mutation Rate,Best Fitness,Average Fitness,Plateau Length
72,0.1433333333333333,554.0,13.634,12
73,0.14192307692307693,554.0,41.446,13
74,0.14142857142857143,554.0,69.806,14
75,0.14166666666666666,554.0,76.748,15
76,0.14250000000000002,554.0,78.828,16
77,0.1438235294117647,554.0,27.08,17
78,0.14555555555555555,554.0,-5.616,18
79,0.14763157894736842,554.0,90.35,19
80,0.15000000000000002,554.0,-142.616,20
81,0.1526190476190476,554.0,99.974,21
82,0.15545454545454546,554.0,-75.388,22
83,0.15847826086956524,554.0,117.024,23
84,0.16166666666666665,554.0,114.136,24
85,0.165,554.0,-265.21,25
86,0.16846153846153847,554.0,88.788,26
87,0.17203703703703704,554.0,-2.87,27
88,0.1757142857142857,554.0,134.754,28
89,0.17948275862068963,554.0,14.492,29
90,0.18333333333333332,554.0,-148.736,30
91,0.18725806451612903,554.0,24.778,31
92,0.19125,554.0,-63.212,32
93,0.1953030303030303,554.0,29.538,33
94,0.19941176470588237,554.0,-177.834,34
95,0.20357142857142857,554.0,87.81,35
96,0.20777777777777778,554.0,18.896,36
97,0.21202702702702703,554.0,-237.044,37
98,0.2163157894736842,554.0,32.178,38
99,0.22064102564102564,554.0,-27.816,39
100,0.225,554.0,-67.184,40
101,0.229390243902439,554.0,-19.65,41
102,0.2338095238095238,554.0,8.178,42
103,0.23825581395348838,554.0,-322.012,43
104,0.24272727272727274,554.0,53.026,44
105,0.24722222222222223,554.0,-30.514,45
106,0.25173913043478263,554.0,-18.432,46
107,0.2562765957446808,554.0,78.036,47
108,0.2608333333333333,554.0,29.806,48
109,0.26540816326530614,554.0,-90.164,49
110,0.27,554.0,-150.686,50
111,0.2746078431372549,554.0,19.64,51
112,0.2792307692307692,554.0,-50.958,52
113,0.2838679245283019,554.0,19.662,53
114,0.2885185185185185,554.0,26.08,54
115,0.2931818181818182,554.0,-24.484,55
116,0.2978571428571429,554.0,29.782,56
117,0.3025438596491228,554.0,10.498,57
118,0.3072413793103448,554.0,-636.618,58
119,0.3119491525423729,554.0,19.162,59
120,0.31666666666666665,554.0,-232.652,60
121,0.32139344262295083,554.0,13.064,61
122,0.3261290322580645,554.0,-13.206,62
123,0.3308730158730159,554.0,15.012,63
124,0.335625,554.0,3.164,64
125,0.3403846153846154,554.0,-68.752,65
126,0.34515151515151515,554.0,10.784,66
127,0.34992537313432837,554.0,-165.378,67
128,0.3547058823529412,554.0,26.868,68
129,0.3594927536231884,554.0,-43.074,69
130,0.36428571428571427,554.0,-37.446,70
131,0.3690845070422535,554.0,33.816,71
132,0.3738888888888889,554.0,24.182,72
133,0.3786986301369863,554.0,26.344,73
134,0.3835135135135135,554.0,-55.616,74
135,0.3883333333333333,554.0,3.362,75
136,0.3931578947368421,554.0,-171.41,76
137,0.397987012987013,554.0,-95.074,77
138,0.40282051282051284,554.0,24.54,78
139,0.4076582278481013,554.0,25.704,79
140,0.41250000000000003,554.0,1.844,80
141,0.4173456790123457,554.0,-232.866,81
142,0.4221951219512195,554.0,13.736,82
143,0.4270481927710843,554.0,7.198,83
144,0.4319047619047619,554.0,-73.542,84
145,0.43676470588235294,554.0,-39.628,85
146,0.4416279069767442,554.0,-3.082,86
147,0.4464942528735632,554.0,-70.056,87
148,0.45136363636363636,554.0,-71.962,88
149,0.45623595505617975,554.0,-140.434,89
150,0.46111111111111114,554.0,-169.75,90
151,0.465989010989011,554.0,-16.08,91
152,0.4708695652173913,554.0,4.6,92
153,0.475752688172043,554.0,-41.926,93
154,0.4806382978723404,554.0,-97.748,94
155,0.48552631578947364,554.0,23.452,95
156,0.49041666666666667,554.0,-375.49,96
157,0.49530927835051547,554.0,-121.812,97
158,0.5002040816326531,554.0,-11.764,98
159,0.50510101010101,554.0,-24.034,99
